Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
L0135TP01;LIGE-PL;Álgebra;"I-PLA2, I-PLA1";54;;;6;Seg;;;Sala de Aulas normal;;;0
L0135TP01;LIGE-PL;Álgebra;"I-PLA2, I-PLA1";54;;;3;Qua;;;Sala de Aulas normal;;;0
L0138TP01;LGIL;Investigação Operacional I;GILB1;46;;;3;Seg;;;Sala de Aulas normal;;;1
L0138TP01;LGIL;Investigação Operacional I;GILB1;46;;;3;Qui;;;Sala de Aulas normal;;;1
L0138TP01;LGIL;Investigação Operacional I;GILB1;46;;;3;Sex;;;Sala de Aulas normal;;;1
L0141-1TP01;LIGE;Análise Matemática;"IA2, IA1";62;;;3;Ter;;;Sala de Aulas normal;;;1
L0141-1TP01;LIGE;Análise Matemática;"IA2, IA1";62;;;3;Qua;;;Sala de Aulas normal;;;1
L0141-1TP01;LIGE;Análise Matemática;"IA2, IA1";62;;;3;Qui;;;Sala de Aulas normal;;;1
L0141-1TP02;LIGE;Análise Matemática;"IA4, IA3";49;;;3;Ter;;;Sala de Aulas normal;;;1
L0141-1TP02;LIGE;Análise Matemática;"IA4, IA3";49;;;3;Qua;;;Sala de Aulas normal;;;1
L0141-1TP02;LIGE;Análise Matemática;"IA4, IA3";49;;;3;Qui;;;Sala de Aulas normal;;;1
L0141TP01;LIGE-PL;Análise Matemática;"I-PLA2, I-PLA1";70;;;6;Qua;;;Sala de Aulas normal;;;0
L0141TP01;LIGE-PL;Análise Matemática;"I-PLA2, I-PLA1";70;;;3;Qui;;;Sala de Aulas normal;;;0
L0143-2TP01;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA4, ETA3";33;;;3;Seg;;;Sala de Aulas normal;;;1
L0143-2TP01;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA4, ETA3";33;;;3;Qua;;;Sala de Aulas normal;;;1
L0143-2TP01;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA4, ETA3";33;;;3;Qui;;;Sala de Aulas normal;;;1
L0143-2TP02;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA2, ETA1";63;;;3;Seg;;;Sala de Aulas normal;;;1
L0143-2TP02;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA2, ETA1";63;;;3;Qua;;;Sala de Aulas normal;;;1
L0143-2TP02;LETI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"ETA2, ETA1";63;;;3;Qui;;;Sala de Aulas normal;;;1
L0143-3TP01;"LETI-PL, LEI-PL";"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";72;;;6;Ter;;;Sala de Aulas normal;;;0
L0143-3TP01;"LETI-PL, LEI-PL";"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";72;;;3;Qua;;;Sala de Aulas normal;;;0
L0143TP01;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA2, EIA1";56;;;3;Qua;;;Sala de Aulas normal;;;1
L0143TP01;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA2, EIA1";56;;;3;Qui;;;Sala de Aulas normal;;;1
L0143TP01;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA2, EIA1";56;;;3;Sex;;;Sala de Aulas normal;;;1
L0143TP02;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA4, EIA3";58;;;3;Qua;;;Sala de Aulas normal;;;1
L0143TP02;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA4, EIA3";58;;;3;Qui;;;Sala de Aulas normal;;;1
L0143TP02;LEI;"Álgebra Linear, Geometria Analítica e Análise Vectorial";"EIA4, EIA3";58;;;3;Sex;;;Sala de Aulas normal;;;1
L0145-1TP01;LIGE;Análise de Dados I;"IB2, IB1";51;;;3;Seg;;;Sala de Aulas normal;;;1
L0145-1TP01;LIGE;Análise de Dados I;"IB2, IB1";51;;;6;Qua;;;Sala de Aulas normal;;;1
L0145-1TP02;LIGE;Análise de Dados I;"IB4, IB3";30;;;3;Seg;;;Sala de Aulas normal;;;1
L0145-1TP02;LIGE;Análise de Dados I;"IB4, IB3";30;;;6;Ter;;;Sala de Aulas normal;;;1
L0145TP01;LIGE-PL;Análise de Dados I;I-PLB1;42;;;3;Qua;;;Sala de Aulas normal;;;0
L0145TP01;LIGE-PL;Análise de Dados I;I-PLB1;42;;;3;Qui;;;Sala de Aulas normal;;;0
L0145TP01;LIGE-PL;Análise de Dados I;I-PLB1;42;;;3;Sex;;;Sala de Aulas normal;;;0
L0206TP01;LCP;Introdução à Economia;CPB1;40;;;6;Ter;;;Sala de Aulas normal;;;1
L0215PL02;LGM;Economia;GMKA1;40;;;3;Ter;;;Sala de Aulas normal;;;1
L0215PL02;LGM;Economia;GMKA1;40;;;3;Qui;;;Sala de Aulas normal;;;1
L0215PL03;LGM;Economia;GMKA2;36;;;3;Qui;;;Sala de Aulas normal;;;1
L0215PL03;LGM;Economia;GMKA2;36;;;3;Sex;;;Sala de Aulas normal;;;1
L0215T01;LGM;Economia;"GMKA2, GMKA1";76;;;3;Seg;;;Anfiteatro aulas;;;1
L0225T01;MEPP;Economia e Políticas Europeias;MEPPA1;22;;;4;Qua;;;Sala Aulas Mestrado;;;0
L0235PL02;LE;Microeconomia II;EB1;63;;;3;Sex;;;Sala de Aulas normal;;;1
L0235PL03;LE;Microeconomia II;EB2;54;;;3;Sex;;;Sala de Aulas normal;;;1
L0235T01;LE;Microeconomia II;"EB2, EB1";117;;;3;Ter;;;Anfiteatro aulas;;;1
L0235T01;LE;Microeconomia II;"EB2, EB1";117;;;3;Qua;;;Anfiteatro aulas;;;1
L0236PL05;LG;Macroeconomia;GB3;41;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL05;LG;Macroeconomia;GB3;41;;;3;Qui;;;Sala de Aulas normal;;;1
L0236PL06;LG;Macroeconomia;GB2;36;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL06;LG;Macroeconomia;GB2;36;;;3;Qua;;;Sala de Aulas normal;;;1
L0236PL07;LG;Macroeconomia;GB4;37;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL07;LG;Macroeconomia;GB4;37;;;3;Qui;;;Sala de Aulas normal;;;1
L0236PL08;LG;Macroeconomia;GBi;17;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL08;LG;Macroeconomia;GBi;17;;;3;Ter;;;Sala de Aulas normal;;;1
L0236PL09;LG;Macroeconomia;GB6;30;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL09;LG;Macroeconomia;GB6;30;;;3;Qui;;;Sala de Aulas normal;;;1
L0236PL10;LG;Macroeconomia;GB5;26;;;3;Seg;;;Sala de Aulas normal;;;1
L0236PL10;LG;Macroeconomia;GB5;26;;;3;Qua;;;Sala de Aulas normal;;;1
L0236PL11;LG;Macroeconomia;GB7;27;;;3;Qua;;;Sala de Aulas normal;;;1
L0236PL11;LG;Macroeconomia;GB7;27;;;3;Qui;;;Sala de Aulas normal;;;1
L0236PL12;LG;Macroeconomia;GB1;36;;;3;Qui;;;Sala de Aulas normal;;;1
L0236PL12;LG;Macroeconomia;GB1;36;;;3;Sex;;;Sala de Aulas normal;;;1
L0236T01;LG;Macroeconomia;"GB7, GB6, GB5";83;;;3;Seg;;;Anfiteatro aulas;;;1
L0236T02;LG;Macroeconomia;GBi;17;;;3;Ter;;;Sala de Aulas normal;;;1
L0236T03;LG;Macroeconomia;"GB4, GB3";78;;;3;Qua;;;Anfiteatro aulas;;;1
L0236T04;LG;Macroeconomia;"GB2, GB1";72;;;3;Qua;;;Anfiteatro aulas;;;1
L0247T01;LE;Economia e Políticas de Desenvolvimento;"EC2, EC1";80;;;3;Seg;;;Anfiteatro aulas;;;1
L0247TP02;LE;Economia e Políticas de Desenvolvimento;EC1;42;;;3;Qua;;;Sala de Aulas normal;;;1
L0247TP02;LE;Economia e Políticas de Desenvolvimento;EC1;42;;;3;Sex;;;Sala de Aulas normal;;;1
L0247TP03;LE;Economia e Políticas de Desenvolvimento;EC2;38;;;3;Qua;;;Sala de Aulas normal;;;1
L0247TP03;LE;Economia e Políticas de Desenvolvimento;EC2;38;;;3;Sex;;;Sala de Aulas normal;;;1
L0271PL02;LE;Macroeconomia I;EB2;37;;;3;Sex;;;Sala de Aulas normal;;;1
L0271PL03;LE;Macroeconomia I;EB1;46;;;3;Sex;;;Sala de Aulas normal;;;1
L0271T01;LE;Macroeconomia I;"EB2, EB1";83;;;3;Ter;;;Anfiteatro aulas;;;1
L0271T01;LE;Macroeconomia I;"EB2, EB1";83;;;3;Qui;;;Anfiteatro aulas;;;1
L0285TP01;"LE, LFC, LGM";Economia da Cultura;"GMKC1, FCC2, FCC1, EC2, EC1";34;;;3;Ter;;;Sala de Aulas normal;;;1
L0285TP01;"LE, LFC, LGM";Economia da Cultura;"GMKC1, FCC2, FCC1, EC2, EC1";34;;;3;Sex;;;Sala de Aulas normal;;;1
L0287TP01;LE;Econometria II;"EC2, EC1";43;;;3;Seg;;;Sala de Aulas normal;;;1
L0287TP01;LE;Econometria II;"EC2, EC1";43;;;3;Qui;;;Sala de Aulas normal;;;1
L0287TP01;LE;Econometria II;"EC2, EC1";43;;;3;Sex;;;Sala de Aulas normal;;;1
L0303TP01;LGRH;Direito do Trabalho;"GRHA2, GRHA1";63;;;3;Seg;;;Sala de Aulas normal;;;1
L0303TP01;LGRH;Direito do Trabalho;"GRHA2, GRHA1";63;;;3;Ter;;;Sala de Aulas normal;;;1
L0303TP01;LGRH;Direito do Trabalho;"GRHA2, GRHA1";63;;;3;Sex;;;Sala de Aulas normal;;;1
L0307PL02;LE;Direito Económico;EB1;40;;;3;Seg;;;Sala de Aulas normal;;;1
L0307PL03;LE;Direito Económico;EB2;30;;;3;Seg;;;Sala de Aulas normal;;;1
L0307T01;LE;Direito Económico;"EB2, EB1";70;;;3;Seg;;;Sala de Aulas normal;;;1
L0430TP01;LSS-PL;Introdução à Psicologia Social;"SS-PL-A2, SS-PL-A1";54;;;6;Seg;;;Sala de Aulas normal;;;1
L0510-1TP01;LGM;Estratégia Empresarial;GMKC1;36;;;3;Seg;;;Sala de Aulas normal;;;1
L0510-1TP01;LGM;Estratégia Empresarial;GMKC1;36;;;3;Qua;;;Sala de Aulas normal;;;1
L0510-1TP01;LGM;Estratégia Empresarial;GMKC1;36;;;3;Sex;;;Sala de Aulas normal;;;1
L0510-2TP01;ISCTE-IUL;Estratégia Empresarial;CI-IBS1;35;;;3;Seg;;;Sala de Aulas normal;;;1
L0510-2TP01;ISCTE-IUL;Estratégia Empresarial;CI-IBS1;35;;;6;Qua;;;Sala de Aulas normal;;;1
L0510TP01;LGIL;Estratégia Empresarial;GILC1;35;;;3;Qua;;;Sala de Aulas normal;;;1
L0510TP01;LGIL;Estratégia Empresarial;GILC1;35;;;3;Qui;;;Sala de Aulas normal;;;1
L0510TP01;LGIL;Estratégia Empresarial;GILC1;35;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1PL02;"LFC, LGM";Introdução à Gestão;FCA1;37;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1PL03;"LFC, LGM";Introdução à Gestão;GMKA2;31;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1PL04;"LFC, LGM";Introdução à Gestão;FCA2;31;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1PL05;"LFC, LGM";Introdução à Gestão;GMKA1;29;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1PL06;"LFC, LGM";Introdução à Gestão;FCA3;28;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-1T01;"LFC, LGM";Introdução à Gestão;"GMKA2, GMKA1, FCA3, FCA2, FCA1";156;;;3;Seg;;;Anfiteatro aulas;;;1
L0520-2PL03;LG;Introdução à Gestão;GA2;37;;;3;Ter;;;Sala de Aulas normal;;;1
L0520-2PL04;LG;Introdução à Gestão;GA6;36;;;3;Ter;;;Sala de Aulas normal;;;1
L0520-2PL05;LG;Introdução à Gestão;GA7;23;;;3;Ter;;;Sala de Aulas normal;;;1
L0520-2PL06;LG;Introdução à Gestão;GA5;33;;;3;Ter;;;Sala de Aulas normal;;;1
L0520-2PL07;LG;Introdução à Gestão;GA4;35;;;3;Qui;;;Sala de Aulas normal;;;1
L0520-2PL08;LG;Introdução à Gestão;GA1;35;;;3;Qui;;;Sala de Aulas normal;;;1
L0520-2PL09;LG;Introdução à Gestão;GA3;35;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-2T01;LG;Introdução à Gestão;"GA4, GA3, GA2, GA1";142;;;3;Seg;;;Anfiteatro aulas;;;1
L0520-2T02;LG;Introdução à Gestão;"GA7, GA6, GA5";92;;;3;Seg;;;Anfiteatro aulas;;;1
L0520-3PL02;"LE, LGIL";Introdução à Gestão;GILA2;31;;;3;Seg;;;Sala de Aulas normal;;;1
L0520-3PL03;"LE, LGIL";Introdução à Gestão;EA3;31;;;3;Qui;;;Sala de Aulas normal;;;1
L0520-3PL04;"LE, LGIL";Introdução à Gestão;EA2;32;;;3;Qui;;;Sala de Aulas normal;;;1
L0520-3PL05;"LE, LGIL";Introdução à Gestão;EA1;31;;;3;Qui;;;Sala de Aulas normal;;;1
L0520-3PL06;"LE, LGIL";Introdução à Gestão;GILA1;29;;;3;Sex;;;Sala de Aulas normal;;;1
L0520-3T01;"LE, LGIL";Introdução à Gestão;"GILA2, GILA1, EA3, EA2, EA1";154;;;3;Qua;;;Anfiteatro aulas;;;1
L0558-1TP01;LGM;Gestão Comparada Internacional;GMKC1;23;;;3;Seg;;;Sala de Aulas normal;;;1
L0558-1TP01;LGM;Gestão Comparada Internacional;GMKC1;23;;;3;Sex;;;Sala de Aulas normal;;;1
L0558TP01;LFC;Gestão Comparada Internacional;FCC1;27;;;6;Ter;;;Sala de Aulas normal;;;1
L0558TP02;LFC;Gestão Comparada Internacional;FCC2;20;;;6;Ter;;;Sala de Aulas normal;;;1
L0605TP01;LFC;Fiscalidade;FCC2;34;;;6;Seg;;;Sala de Aulas normal;;;1
L0605TP01;LFC;Fiscalidade;FCC2;34;;;3;Ter;;;Sala de Aulas normal;;;1
L0605TP02;LFC;Fiscalidade;FCC1;47;;;3;Seg;;;Sala de Aulas normal;;;1
L0605TP02;LFC;Fiscalidade;FCC1;47;;;3;Qua;;;Sala de Aulas normal;;;1
L0605TP02;LFC;Fiscalidade;FCC1;47;;;3;Qui;;;Sala de Aulas normal;;;1
L0607TP01;LFC;Controlo de Gestão;FCC2;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0607TP01;LFC;Controlo de Gestão;FCC2;33;;;3;Qui;;;Sala de Aulas normal;;;1
L0618-1PL01;LIGE;Gestão Financeira II;ID1;59;;;3;Qui;;;Sala de Aulas normal;;;1
L0618-1TP02;LIGE;Gestão Financeira II;ID1;59;;;3;Qui;;;Sala de Aulas normal;;;1
L0618PL01;LIGE-PL;Gestão Financeira II;I-PLD1;10;;;3;Qui;;;Sala de Aulas normal;;;0
L0618TP02;LIGE-PL;Gestão Financeira II;I-PLD1;10;;;3;Qui;;;Sala de Aulas normal;;;0
L0638-1PL02;LFC;Contabilidade Financeira I;FCA2;31;;;3;Seg;;;Sala de Aulas normal;;;1
L0638-1PL02;LFC;Contabilidade Financeira I;FCA2;31;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-1PL03;LFC;Contabilidade Financeira I;FCA1;33;;;3;Seg;;;Sala de Aulas normal;;;1
L0638-1PL03;LFC;Contabilidade Financeira I;FCA1;33;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-1PL04;LFC;Contabilidade Financeira I;FCA3;36;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-1PL04;LFC;Contabilidade Financeira I;FCA3;36;;;3;Qui;;;Sala de Aulas normal;;;1
L0638-1T01;LFC;Contabilidade Financeira I;"FCA3, FCA2, FCA1";100;;;3;Qua;;;Anfiteatro aulas;;;1
L0638-2PL04;LG;Contabilidade Financeira I;GA2;38;;;3;Seg;;;Sala de Aulas normal;;;1
L0638-2PL04;LG;Contabilidade Financeira I;GA2;38;;;3;Qui;;;Sala de Aulas normal;;;1
L0638-2PL05;LG;Contabilidade Financeira I;GAi;30;;;3;Seg;;;Sala de Aulas normal;;;1
L0638-2PL05;LG;Contabilidade Financeira I;GAi;30;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL06;LG;Contabilidade Financeira I;GA1;38;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL06;LG;Contabilidade Financeira I;GA1;38;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL07;LG;Contabilidade Financeira I;GA3;34;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL07;LG;Contabilidade Financeira I;GA3;34;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL08;LG;Contabilidade Financeira I;GA4;36;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL08;LG;Contabilidade Financeira I;GA4;36;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL09;LG;Contabilidade Financeira I;GA5;34;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL09;LG;Contabilidade Financeira I;GA5;34;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL10;LG;Contabilidade Financeira I;GA6;37;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL10;LG;Contabilidade Financeira I;GA6;37;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2PL11;LG;Contabilidade Financeira I;GA7;22;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2PL11;LG;Contabilidade Financeira I;GA7;22;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-2T01;LG;Contabilidade Financeira I;GAi;30;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-2T02;LG;Contabilidade Financeira I;"GA4, GA3, GA2, GA1";146;;;3;Qua;;;Anfiteatro aulas;;;1
L0638-2T03;LG;Contabilidade Financeira I;"GA7, GA6, GA5";93;;;3;Qua;;;Anfiteatro aulas;;;1
L0638-3PL02;LGIL;Contabilidade Financeira I;GILA2;28;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-3PL02;LGIL;Contabilidade Financeira I;GILA2;28;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-3PL03;LGIL;Contabilidade Financeira I;GILA1;26;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-3PL03;LGIL;Contabilidade Financeira I;GILA1;26;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-3T01;LGIL;Contabilidade Financeira I;"GILA2, GILA1";54;;;3;Qua;;;Anfiteatro aulas;;;1
L0638-4PL02;"LGM, LGRH";Contabilidade Financeira I;GRHA2;39;;;3;Seg;;;Sala de Aulas normal;;;1
L0638-4PL02;"LGM, LGRH";Contabilidade Financeira I;GRHA2;39;;;3;Qui;;;Sala de Aulas normal;;;1
L0638-4PL03;"LGM, LGRH";Contabilidade Financeira I;GMKA1;29;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-4PL03;"LGM, LGRH";Contabilidade Financeira I;GMKA1;29;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-4PL04;"LGM, LGRH";Contabilidade Financeira I;GMKA2;30;;;3;Ter;;;Sala de Aulas normal;;;1
L0638-4PL04;"LGM, LGRH";Contabilidade Financeira I;GMKA2;30;;;3;Sex;;;Sala de Aulas normal;;;1
L0638-4PL05;"LGM, LGRH";Contabilidade Financeira I;GRHA1;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0638-4PL05;"LGM, LGRH";Contabilidade Financeira I;GRHA1;33;;;3;Qui;;;Sala de Aulas normal;;;1
L0638-4T01;"LGM, LGRH";Contabilidade Financeira I;"GRHA2, GRHA1, GMKA2, GMKA1";131;;;3;Qua;;;Anfiteatro aulas;;;1
L0638PL02;LE;Contabilidade Financeira I;EA1;31;;;3;Ter;;;Sala de Aulas normal;;;1
L0638PL02;LE;Contabilidade Financeira I;EA1;31;;;3;Qua;;;Sala de Aulas normal;;;1
L0638PL03;LE;Contabilidade Financeira I;EA2;39;;;3;Ter;;;Sala de Aulas normal;;;1
L0638PL03;LE;Contabilidade Financeira I;EA2;39;;;3;Qua;;;Sala de Aulas normal;;;1
L0638PL04;LE;Contabilidade Financeira I;EA3;32;;;3;Ter;;;Sala de Aulas normal;;;1
L0638PL04;LE;Contabilidade Financeira I;EA3;32;;;3;Sex;;;Sala de Aulas normal;;;1
L0638T01;LE;Contabilidade Financeira I;"EA3, EA2, EA1";102;;;3;Seg;;;Anfiteatro aulas;;;1
L0641TP01;"LFC, LGM";"Fusões, Aquisições e Avaliação de Empresas";"GMKC1, FCC2, FCC1";39;;;3;Seg;;;Sala de Aulas normal;;;1
L0641TP01;"LFC, LGM";"Fusões, Aquisições e Avaliação de Empresas";"GMKC1, FCC2, FCC1";39;;;3;Qui;;;Sala de Aulas normal;;;1
L0644TP01;LFC;Contabilidade de Gestão II;FCB1;45;;;3;Ter;;;Sala de Aulas normal;;;1
L0644TP01;LFC;Contabilidade de Gestão II;FCB1;45;;;3;Qua;;;Sala de Aulas normal;;;1
L0644TP01;LFC;Contabilidade de Gestão II;FCB1;45;;;3;Sex;;;Sala de Aulas normal;;;1
L0644TP02;LFC;Contabilidade de Gestão II;FCB2;42;;;3;Ter;;;Sala de Aulas normal;;;1
L0644TP02;LFC;Contabilidade de Gestão II;FCB2;42;;;3;Qua;;;Sala de Aulas normal;;;1
L0644TP02;LFC;Contabilidade de Gestão II;FCB2;42;;;3;Sex;;;Sala de Aulas normal;;;1
L0646TP01;LFC;Investimentos;FCB1;45;;;3;Seg;;;Sala de Aulas normal;;;1
L0646TP01;LFC;Investimentos;FCB1;45;;;3;Qui;;;Sala de Aulas normal;;;1
L0646TP01;LFC;Investimentos;FCB1;45;;;3;Sex;;;Sala de Aulas normal;;;1
L0646TP02;LFC;Investimentos;FCB2;44;;;3;Seg;;;Sala de Aulas normal;;;1
L0646TP02;LFC;Investimentos;FCB2;44;;;3;Qua;;;Sala de Aulas normal;;;1
L0646TP02;LFC;Investimentos;FCB2;44;;;3;Sex;;;Sala de Aulas normal;;;1
L0700-1T01;LETI-PL;"Multiplexagem, Comutação e Integração de Serviços";ET-PLC1;17;;;3;Seg;;;Sala de Aulas normal;;;0
L0700-1TP02;LETI-PL;"Multiplexagem, Comutação e Integração de Serviços";ET-PLC1;17;;;6;Sex;;;Sala de Aulas normal;;;0
L0700T01;LETI;"Multiplexagem, Comutação e Integração de Serviços";"ETC2, ETC1";79;;;3;Seg;;;Sala de Aulas normal;;;1
L0700TP02;LETI;"Multiplexagem, Comutação e Integração de Serviços";"ETC2, ETC1";79;;;6;Sex;;;Sala de Aulas normal;;;1
L0705-1PL02;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;I-PLA1;27;;;3;Qui;;;Lab ISTA;;;0
L0705-1PL03;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;I-PLA2;29;;;3;Qui;;;Lab ISTA;;;0
L0705-1PL04;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;"EI-PLA1, ET-PLA1";29;;;3;Sex;;;Lab ISTA;;;0
L0705-1PL05;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;"EI-PLA2, ET-PLA2";35;;;3;Sex;;;Lab ISTA;;;0
L0705-1T01;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;"I-PLA2, I-PLA1, EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";120;;;3;Ter;;;Sala de Aulas normal;;;0
L0705-1TP06;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";64;;;3;Qua;;;Sala de Aulas normal;;;0
L0705-1TP07;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Arquitectura de Computadores;"I-PLA2, I-PLA1";56;;;3;Qui;;;Sala de Aulas normal;;;0
L0705PL03;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;EIA3;29;;;3;Qua;;;Lab ISTA;;;1
L0705PL04;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;EIA4;25;;;3;Qua;;;Lab ISTA;;;1
L0705PL05;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;EIA2;21;;;3;Qua;;;Lab ISTA;;;1
L0705PL06;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;EIA1;29;;;3;Qua;;;Lab ISTA;;;1
L0705PL07;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;IA2;21;;;3;Qui;;;Lab ISTA;;;1
L0705PL08;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;IA1;25;;;3;Qui;;;Lab ISTA;;;1
L0705PL09;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;IA4;15;;;3;Qui;;;Lab ISTA;;;1
L0705PL10;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;IA3;23;;;3;Qui;;;Lab ISTA;;;1
L0705PL11;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;ETA1;26;;;3;Sex;;;Lab ISTA;;;1
L0705PL12;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;ETA2;28;;;3;Sex;;;Lab ISTA;;;1
L0705PL13;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;ETA3;23;;;3;Sex;;;Lab ISTA;;;1
L0705PL14;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;ETA4;11;;;3;Sex;;;Lab ISTA;;;1
L0705T01;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"IA4, IA3, IA2, IA1, EIA2, EIA1";134;;;3;Seg;;;Anfiteatro aulas;;;1
L0705T02;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"EIA4, EIA3, ETA4, ETA3, ETA2, ETA1";142;;;3;Ter;;;Anfiteatro aulas;;;1
L0705TP15;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"EIA4, EIA3";54;;;3;Qua;;;Sala de Aulas normal;;;1
L0705TP16;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"EIA2, EIA1";50;;;3;Qua;;;Sala de Aulas normal;;;1
L0705TP17;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"IA2, IA1";46;;;3;Qua;;;Sala de Aulas normal;;;1
L0705TP18;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"IA4, IA3";38;;;3;Qua;;;Sala de Aulas normal;;;1
L0705TP19;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"ETA2, ETA1";54;;;3;Sex;;;Sala de Aulas normal;;;1
L0705TP20;"LETI, LEI, LIGE";Fundamentos de Arquitectura de Computadores;"ETA4, ETA3";34;;;3;Sex;;;Sala de Aulas normal;;;1
L0718-1TP01;LG;Informática de Gestão;GAi;34;;;3;Seg;;;Laboratório de Informática;;;1
L0718-1TP01;LG;Informática de Gestão;GAi;34;;;3;Qui;;;Laboratório de Informática;;;1
L0718-1TP02;LG;Informática de Gestão;GA3;38;;;3;Ter;;;Laboratório de Informática;;;1
L0718-1TP02;LG;Informática de Gestão;GA3;38;;;3;Qui;;;Laboratório de Informática;;;1
